,Date,Country,Locality,Sector,Acc_level,Pot_Acc_Level,Gender,Emp_type,Risk_Type,Description,Year,Month,Day,Weekday,WeekofYear,Season,Quarter,CleanDescription,New_Description
136,2016-03-06,3,10,3,2,2,1,2,16,"During the field trip, on LT 01 of the Lajes target, Junior da Costa official stepped on a wooden stump that was on the ground, approximately 5 cm, which pierced his boot wounding the sole of the right foot. At the time of the accident, the employee was using all the PPE required for the activity and had his hands free. The employee was taken to the hospital, where he went through medical care, and was released to return to his activities the next day of work.",1,3,6,4,8,1,1,"['field', 'trip', 'lajes', 'target', 'junior', 'costa', 'official', 'step', 'wooden', 'stump', 'grind', 'approximately', 'pierce', 'boot', 'wound', 'sole', 'right', 'foot', 'time', 'accident', 'employee', 'use', 'ppe', 'require', 'activity', 'hand', 'free', 'employee', 'take', 'hospital', 'medical', 'care', 'release', 'return', 'activities', 'next', 'day', 'work']",field trip lajes target junior costa official step wooden stump grind approximately pierce boot wound sole right foot time accident employee use ppe require activity hand free employee take hospital medical care release return activities next day work
137,2016-05-06,1,3,2,1,3,1,1,16,"at level 2900, during the ore hauling activity with locomotive from the OP2 to the bines, at times when the convoy was traveling through the hopper of the OP1, the assistant motorist who was riding in the saddle holding the pole is struck weakly by a split set which was suspended in the HDP pipeline in the gable the work at 1.65 meters from the floor. At the time of the accident, the assistant was wearing all his safety equipment and was wearing a seatbelt. At the time of the accident the Split set only accompanied the movement path of the convoy.",1,5,6,1,17,1,2,"['level', 'ore', 'haul', 'activity', 'locomotive', 'bin', 'time', 'convoy', 'travel', 'hopper', 'assistant', 'motorist', 'rid', 'saddle', 'hold', 'pole', 'strike', 'weakly', 'split', 'set', 'suspend', 'hdp', 'pipeline', 'gable', 'work', 'meter', 'floor', 'time', 'accident', 'assistant', 'wear', 'safety', 'equipment', 'wear', 'seatbelt', 'time', 'accident', 'split', 'set', 'accompany', 'movement', 'path', 'convoy']",level ore haul activity locomotive bin time convoy travel hopper assistant motorist rid saddle hold pole strike weakly split set suspend hdp pipeline gable work meter floor time accident assistant wear safety equipment wear seatbelt time accident split set accompany movement path convoy
138,2016-05-06,1,6,1,1,1,1,1,10,"The employee who works as an electrician in the management of electrometallurgy, suffers contusion in the right leg when suffering a slip at the height of step 3 of the staircase with code ELE-81-040 (ABB furnace cat ladder), immediately He is referred to a collaborator to the medical service to be treated.",1,5,6,1,17,1,2,"['employee', 'work', 'electrician', 'management', 'electrometallurgy', 'suffer', 'contusion', 'right', 'leg', 'suffer', 'slip', 'height', 'step', 'staircase', 'code', 'ele', 'abb', 'furnace', 'cat', 'ladder', 'immediately', 'refer', 'collaborator', 'medical', 'service', 'treat']",employee work electrician management electrometallurgy suffer contusion right leg suffer slip height step staircase code ele abb furnace cat ladder immediately refer collaborator medical service treat
139,2016-08-06,1,4,2,1,3,1,2,16,"At times that the workers: Technician and Mr. Orlando of Boltec 2 of Cia. wanted to pass the hand stacker by a sardinel, the technician pulled the hydraulic arm, while Mr. was pushing from the nail of the equipment, when reaching the trench the rim is tied and the team turns forward falling on the technician.",1,8,6,3,30,4,3,"['time', 'workers', 'technician', 'orlando', 'boltec', 'cia', 'want', 'pass', 'hand', 'stacker', 'sardinel', 'technician', 'pull', 'hydraulic', 'arm', 'push', 'nail', 'equipment', 'reach', 'trench', 'rim', 'tie', 'team', 'turn', 'forward', 'fall', 'technician']",time workers technician orlando boltec cia want pass hand stacker sardinel technician pull hydraulic arm push nail equipment reach trench rim tie team turn forward fall technician
140,2016-07-06,1,1,2,1,1,1,1,16,"In circumstances where the employee made the connection of the electric cable of the No. 08 jumbo, the operator feels discomfort in the face cleaning with the hand while using the rubber glove, generating a superficial laceration (small wound) on the left cheekbone.",1,7,6,7,26,4,3,"['circumstances', 'employee', 'make', 'connection', 'electric', 'cable', 'jumbo', 'operator', 'feel', 'discomfort', 'face', 'clean', 'hand', 'use', 'rubber', 'glove', 'generate', 'superficial', 'laceration', 'small', 'wind', 'leave', 'cheekbone']",circumstances employee make connection electric cable jumbo operator feel discomfort face clean hand use rubber glove generate superficial laceration small wind leave cheekbone
141,2016-07-06,1,3,2,1,3,1,2,16,"In phase III of the concentrator plant, the maintenance personnel carried out the removal of transmission belt from the flotation cell of Pb cleaning; at the moment the mechanic removed the belt he leans on his left leg which slides towards the grating floor, leaving his foot between the two pipes generating the lesion described. The work was carried out at the floor level and at the time of the accident, the staff had put on their safety equipment.",1,7,6,7,26,4,3,"['phase', 'iii', 'concentrator', 'plant', 'maintenance', 'personnel', 'carry', 'removal', 'transmission', 'belt', 'flotation', 'cell', 'clean', 'moment', 'mechanic', 'remove', 'belt', 'lean', 'leave', 'leg', 'slide', 'towards', 'grate', 'floor', 'leave', 'foot', 'two', 'pip', 'generate', 'lesion', 'describe', 'work', 'carry', 'floor', 'level', 'time', 'accident', 'staff', 'put', 'safety', 'equipment']",phase iii concentrator plant maintenance personnel carry removal transmission belt flotation cell clean moment mechanic remove belt lean leave leg slide towards grate floor leave foot two pip generate lesion describe work carry floor level time accident staff put safety equipment
142,2016-08-06,1,6,1,4,4,1,1,11,At approximately 6:20 p.m. on 08/06/16 the operator Eustaquio falls down from the metal platform that gives access to tank D-1021 of the strong acid leaching stage and suffers luxo-fractures in the wrist left when leaning on the floor with his hand. The operator was directed to the first tank of the strong acid leaching stage (Tk D-2040) to verify the entry of spent to the taque.,1,8,6,3,30,4,3,"['approximately', 'operator', 'eustaquio', 'fall', 'metal', 'platform', 'give', 'access', 'tank', 'strong', 'acid', 'leach', 'stage', 'suffer', 'luxo', 'fracture', 'wrist', 'leave', 'lean', 'floor', 'hand', 'operator', 'direct', 'first', 'tank', 'strong', 'acid', 'leach', 'stage', 'verify', 'entry', 'spend', 'taque']",approximately operator eustaquio fall metal platform give access tank strong acid leach stage suffer luxo fracture wrist leave lean floor hand operator direct first tank strong acid leach stage verify entry spend taque
143,2016-08-06,3,10,3,1,1,1,2,1,"Project of Vazante that carried out sediment collection of current in the South of Mata target, in the drainage of Serra do Garrote. team that was composed of 04 members of the WCA company, being the S.r.s Leandro, and Jehovânio. they were moving from one collection point to another, inside a shallow drainage, they saw the bee carton, the reaction was to move away from the box as quickly as possible to avoid the stings, they ran about 50 meters, looking for a safe area, to exit the radius of attack of the bees, but the S.S. and Breno), were attacked and consequently they suffered 02 stings, in the belly and Jehovah in the hand, verified that there was no type of allergic reaction, returned with the normal activities.",1,8,6,3,30,4,3,"['project', 'vazante', 'carry', 'sediment', 'collection', 'current', 'south', 'mata', 'target', 'drainage', 'serra', 'garrote', 'team', 'compose', 'members', 'wca', 'company', 'leandro', 'jehov', 'nio', 'move', 'one', 'collection', 'point', 'another', 'inside', 'shallow', 'drainage', 'saw', 'bee', 'carton', 'reaction', 'move', 'away', 'box', 'quickly', 'possible', 'avoid', 'sting', 'run', 'meter', 'look', 'safe', 'area', 'exit', 'radius', 'attack', 'breno', 'attack', 'consequently', 'suffer', 'sting', 'belly', 'jehovah', 'hand', 'verify', 'type', 'allergic', 'reaction', 'return', 'normal', 'activities']",project vazante carry sediment collection current south mata target drainage serra garrote team compose members wca company leandro jehov nio move one collection point another inside shallow drainage saw bee carton reaction move away box quickly possible avoid sting run meter look safe area exit radius attack breno attack consequently suffer sting belly jehovah hand verify type allergic reaction return normal activities
144,2016-08-06,3,10,3,1,1,1,2,16,"Project of Vazante that carried out sediment collection of current in the South of Mata target, in the drainage of Serra do Garrote. team that was composed of 04 members of the WCA company, being the S.r.s Leandro, and Jehovânio. they were moving from one collection point to another, inside a shallow drainage, they saw the bee carton, the reaction was to move away from the box as quickly as possible to avoid the stings, they ran about 50 meters, looking for a safe area, to exit the radius of attack of the bees, but the S.S. and Breno), were attacked and consequently they suffered 02 stings, in the belly and Jehovah in the hand, verified that there was no type of allergic reaction, returned with the normal activities.",1,8,6,3,30,4,3,"['project', 'vazante', 'carry', 'sediment', 'collection', 'current', 'south', 'mata', 'target', 'drainage', 'serra', 'garrote', 'team', 'compose', 'members', 'wca', 'company', 'leandro', 'jehov', 'nio', 'move', 'one', 'collection', 'point', 'another', 'inside', 'shallow', 'drainage', 'saw', 'bee', 'carton', 'reaction', 'move', 'away', 'box', 'quickly', 'possible', 'avoid', 'sting', 'run', 'meter', 'look', 'safe', 'area', 'exit', 'radius', 'attack', 'breno', 'attack', 'consequently', 'suffer', 'sting', 'belly', 'jehovah', 'hand', 'verify', 'type', 'allergic', 'reaction', 'return', 'normal', 'activities']",project vazante carry sediment collection current south mata target drainage serra garrote team compose members wca company leandro jehov nio move one collection point another inside shallow drainage saw bee carton reaction move away box quickly possible avoid sting run meter look safe area exit radius attack breno attack consequently suffer sting belly jehovah hand verify type allergic reaction return normal activities
145,2016-10-06,2,5,1,1,3,1,3,15,"The employee reports that he was working with brushcutters near the Stone when the blade of the equipment collided with a piece of metal that was projected toward his leg, causing injury to his left leg.",1,10,6,5,39,2,4,"['employee', 'report', 'work', 'brushcutters', 'near', 'stone', 'blade', 'equipment', 'collide', 'piece', 'metal', 'project', 'toward', 'leg', 'cause', 'injury', 'leave', 'leg']",employee report work brushcutters near stone blade equipment collide piece metal project toward leg cause injury leave leg
146,2016-06-13,1,1,2,1,4,1,1,16,"Once the mooring of the faneles in the detonating cord has been completed, the injured person proceeds to tie the detonating cord in the safety guide (slow wick) at a distance of 2.0 meters from the top of the work. At that moment, to finish mooring, a rock bank (30cm x 50cm x 15cm; 67.5 Kg.) the same front, from a height of 1.60 meters, which falls to the floor very close to the injured, disintegrates in several fragments, one of which (12cmx10cmx3cm, 2.0 Kg.) slides between the fragments of rock and impacts with the left leg of the victim. At the time of the accident the operator used his safety boots and was accompanied by a supervisor.",1,6,13,2,23,4,2,"['moor', 'faneles', 'detonate', 'cord', 'complete', 'injure', 'person', 'proceed', 'tie', 'detonate', 'cord', 'safety', 'guide', 'slow', 'wick', 'distance', 'meter', 'top', 'work', 'moment', 'finish', 'moor', 'rock', 'bank', 'front', 'height', 'meter', 'fall', 'floor', 'close', 'injure', 'disintegrate', 'several', 'fragment', 'one', 'cmx', 'cmx', 'slide', 'fragment', 'rock', 'impact', 'leave', 'leg', 'victim', 'time', 'accident', 'operator', 'use', 'safety', 'boot', 'accompany', 'supervisor']",moor faneles detonate cord complete injure person proceed tie detonate cord safety guide slow wick distance meter top work moment finish moor rock bank front height meter fall floor close injure disintegrate several fragment one cmx cmx slide fragment rock impact leave leg victim time accident operator use safety boot accompany supervisor
