Injury Level,Final Narrative
2,"On February 10, 2015, an employee working in a classroom area stepped on toys. The employee fell and broke an arm resulting in hospitalization and surgery."
2,"An employee was walking from his truck to the terminal during inclement weather and fell on ice, hitting his head. The employee was taken to the hospital and admitted."
1,"Employee was maneuvering a piece of raw steel to drain residual coolant from the tube. The employee lost control of the material, causing his finger to get pinched between the material and rollers."
2,"On February 10, 2015 at 9:30pm a truck driver fell off the back of a truck's lift gate and was hospitalized overnight."
1,An employee's left pinky was amputated after his hand was caught between a roller and a tank.
2,An employee received burns to her leg after coming into contact with hot ash.
2,Worker on the unwind end of the extruder was attempting to remove some material that was wrapped around a roller.  He reached over and under the guard without disengaging the rollers.  His left thumb was caught between the two rollers and he was degloved from the first knuckle.
2,"While deconstructing a locomotive engine, an employee was struck by a piece of engine, which broke the employee's leg."
2,Employee slipped and fell during a photo shoot and fractured the right elbow.
2,An employee was hospitalized when she complained of throat irritation and shortness of breath after entering a janitorial closet.
2,"An employee suffered a ruptured ear drum and a fractured cheekbone after being struck in the head by a below-the-hook lifting device while changing a forklift battery on February 10, 2015."
2,Employee was working on the No. 2 sew line machine when a paper jam occurred. The employee went around the machine guard and caught his right hand in a pinch point amputating his pinky finger. He was taken to Jefferson Regional Medical Center.
2,"Employee in the HVAC maintenance department was lifting filter boxes.  At some point, the employee's back became tight and the employee laid down to stretch it out.  Employee was unable to get back up.  An ambulance was called and the employee was transported to the hospital and held overnight."
1,"The injured worker was leaving the engine room and going up the ship's ladder carrying a small Shop-Vac.  He was six to eight rungs above the deck when he fell (approximately 6 feet).  While falling, he caught his finger between the vacuum and some metal part of the ship. He sustained a right middle finger avulsion (amputation) injury from the first knuckle through the nail, as well as a right index finger 90% avulsion (amputation) injury (estimated first knuckle)."
2,"An employee in the yard at the Bartonville, Illinois, location was exposed to a fall from a stationary vehicle when cleaning a mirror on a semi-trailer truck."
2,An employee received second degree burns on the left hand while attempting to free an obstruction in an injection molding machine.
2,"Employee lost his footing and fell into a 3-feet, 10-inches excavation, causing injuries that resulted in hospitalization."
2,"Worker was using a wire forming machine to manufacture zippers when he tripped over a safety chain and fell, injuring his right shoulder and resulting in an in-patient hospitalization."
