,Level,input_text_clean
5566,2,employee finger caught trimmer stacker resulting injury led hospitalization surgery repair injured right ring pinky finger
5567,2,employee customer location unloading material tote using wire punctured hand next day hand became infected hospitalized overnight
5568,2,tearing old rubber material flat roof measured foot employee stepped weak area fell approximately foot lower level
5569,2,employee hospitalized due allergic reaction chemical used clean patient room
5570,2,maintenance employee troubleshooting battery sprinkler diesel pump battery exploded acid employee face employee sustained burn
5571,2,employee standing adjacent asphalt dump truck received electric shock rendered unconscious bed dump truck contacted overhead electric line ground injured employee standing wet time incident injured employee suffered burn blistering leg damage big toe right foot
5572,2,employee walking kitchen area lost footing fell hit head kitchen sink
5573,2,employee injured tripping cable floor
5574,2,employee cut upper left leg circular saw
5575,2,employee moving high chair walking backwards slipped fell broke pelvis hospitalized
5576,2,employee using creeper truck hit head steel beam causing ruptured disk neck
5577,1,employee carrying piece hydraulic shoring shoulder slipped grabbed pinched finger amputating tip
5578,2,two employee working together replacing hinge remounting dump trailer door welding door checked alignment weld dump trailer door fell hit one employee injuring shoulder wrist pelvis
5579,2,employee working waste management youngstown lacerated left wrist collecting trash employee attempted collect bulk pick broke apart hand caused laceration
5580,2,employee unhooking trailer tractor tractor trailer slipped truck ran right foot left wrist broken fell
5581,2,employee working roof debris came contact overhead wire causing arc flash struck worker fell roof
5582,1,employee amputated left thumb using unguarded table saw
5583,1,employee changing rocker arm line pre shaker employee experienced partial amputation right hand middle finger caught shaker table rocker arm
5584,2,employee working inside store room located basement facility tripped wheel cart fell employee sustained injury left hip shoulder requiring surgery hospitalization
5585,2,employee bitten insect spider bite area became infected employee admitted hospital surgery clean infected area
5586,2,employee dispatched replace telephone pole car accident removing old pole snapped approximately causing section fall strike employee left shoulder employee taken hospital non life threatening injury
5587,2,employee climbing fixed ladder approximately foot high fell unknown distance floor employee suffered head laceration multiple skull fracture blood clot behind eye employee hospitalized
5588,1,maintenance man removed guard without loto left pointer finger amputated first digit
5589,2,employee sitting service operation desk began feel dizzy light headed got fell floor service drive assisted associate transported hospital diagnosed heat exhaustion temperature time incident degree previous hour degree
5590,1,meat cutter cutting meat sliced tip left pinky finger
5591,2,motorcycle entered work zone struck employee cleaning pot hole work zone tcd
5592,2,employee pulling manual cart merchandise caught back foot cart fell backwards causing broken hip abrasion head left forearm employee hospitalized
